iter	Passed	Remaining
172	6092	29122
173	6125	29076
174	6160	29041
175	6198	29020
176	6230	28969
177	6261	28915
178	6285	28831
179	6318	28784
180	6348	28724
181	6381	28683
182	6411	28625
183	6446	28586
184	6472	28514
185	6504	28466
186	6537	28424
187	6570	28381
188	6603	28333
189	6638	28299
190	6669	28248
191	6699	28192
192	6733	28156
193	6766	28113
194	6796	28056
195	6830	28017
196	6862	27971
197	6896	27933
198	6930	27897
199	6965	27860
200	6998	27818
201	7029	27769
202	7062	27729
203	7096	27691
204	7127	27642
205	7152	27569
206	7188	27537
207	7222	27499
208	7253	27452
209	7286	27410
210	7319	27370
211	7348	27313
212	7377	27259
213	7408	27210
214	7434	27143
215	7467	27104
216	7495	27044
217	7533	27023
218	7565	26979
219	7596	26932
220	7630	26895
221	7656	26833
222	7685	26777
223	7719	26741
224	7744	26674
225	7777	26635
226	7808	26591
227	7835	26532
228	7868	26490
229	7899	26447
230	7931	26402
231	7966	26371
232	7998	26330
233	8034	26301
234	8068	26266
235	8097	26213
236	8129	26172
237	8160	26128
238	8199	26108
239	8236	26081
240	8267	26036
241	8302	26004
242	8332	25956
243	8368	25928
244	8407	25909
245	8445	25887
246	8476	25840
247	8509	25804
248	8546	25777
249	8579	25739
250	8618	25717
251	8651	25679
252	8684	25641
253	8713	25591
254	8745	25551
255	8779	25516
256	8813	25480
257	8845	25440
258	8877	25397
259	8904	25343
260	8934	25295
261	8974	25278
262	9014	25261
263	9047	25222
264	9084	25197
265	9126	25182
266	9162	25154
267	9193	25111
268	9226	25072
269	9261	25039
270	9298	25012
271	9331	24975
272	9363	24934
273	9397	24899
274	9437	24879
275	9474	24853
276	9509	24820
277	9546	24792
278	9580	24759
279	9624	24748
280	9672	24748
281	9706	24713
282	9741	24681
283	9769	24629
284	9808	24606
285	9843	24573
286	9875	24534
287	9909	24497
288	9939	24453
289	9978	24429
290	10020	24413
291	10057	24386
292	10095	24359
293	10137	24343
294	10169	24304
295	10204	24270
296	10241	24240
297	10277	24211
298	10308	24168
299	10340	24127
300	10372	24087
301	10402	24042
302	10432	23998
303	10466	23962
304	10498	23921
305	10532	23886
306	10567	23855
307	10602	23821
308	10635	23784
309	10672	23753
310	10701	23708
311	10735	23673
312	10768	23635
313	10807	23612
314	10839	23571
315	10883	23558
316	10926	23541
317	10964	23516
318	10999	23481
319	11039	23458
320	11075	23428
321	11116	23407
322	11147	23364
323	11185	23338
324	11217	23298
325	11251	23262
326	11291	23238
327	11330	23213
328	11366	23182
329	11406	23159
330	11449	23141
331	11489	23117
332	11518	23072
333	11561	23053
334	11599	23026
335	11647	23018
336	11690	22999
337	11720	22956
338	11757	22924
339	11791	22889
340	11828	22858
341	11871	22839
342	11906	22805
343	11933	22756
344	11966	22718
345	12003	22689
346	12036	22651
347	12071	22617
348	12102	22576
349	12137	22541
350	12174	22510
351	12209	22476
352	12242	22438
353	12281	22412
354	12312	22371
355	12355	22351
356	12389	22315
357	12420	22273
358	12463	22254
359	12497	22217
360	12532	22183
361	12565	22146
362	12605	22120
363	12641	22088
364	12679	22059
365	12716	22027
366	12748	21988
367	12778	21945
368	12816	21916
369	12857	21892
370	12896	21865
371	12931	21830
372	12967	21797
373	12997	21754
374	13031	21719
375	13065	21683
376	13099	21647
377	13135	21615
378	13172	21583
379	13205	21545
380	13237	21506
381	13278	21482
382	13311	21444
383	13349	21414
384	13389	21387
385	13419	21345
386	13456	21315
387	13488	21275
388	13523	21240
389	13558	21207
390	13590	21168
391	13623	21129
392	13660	21098
393	13694	21062
394	13727	21025
395	13765	20996
396	13803	20966
397	13842	20937
398	13873	20897
399	13913	20869
400	13955	20845
401	13993	20816
402	14029	20783
403	14067	20752
404	14111	20731
405	14145	20696
406	14189	20674
407	14225	20641
408	14258	20603
409	14287	20559
410	14319	20520
411	14354	20487
412	14391	20454
413	14421	20413
414	14455	20377
415	14488	20339
416	14523	20304
417	14555	20266
418	14584	20223
419	14622	20193
420	14658	20159
421	14690	20121
422	14728	20090
423	14763	20055
424	14800	20024
425	14832	19985
426	14863	19945
427	14894	19906
428	14928	19869
429	14967	19841
430	15003	19807
431	15037	19771
432	15068	19731
433	15102	19696
434	15138	19662
435	15175	19630
436	15213	19600
437	15245	19561
438	15281	19528
439	15325	19504
440	15364	19475
441	15409	19453
442	15459	19437
443	15500	19410
444	15554	19399
445	15597	19374
446	15637	19346
447	15681	19322
448	15725	19298
449	15760	19262
450	15800	19234
451	15836	19199
452	15879	19174
453	15919	19145
454	15963	19121
455	16008	19097
456	16050	19071
457	16089	19040
458	16133	19015
459	16179	18993
460	16235	18982
461	16285	18964
462	16333	18944
463	16376	18917
464	16429	18902
465	16480	18885
466	16532	18869
467	16582	18849
468	16626	18824
469	16668	18796
470	16720	18779
471	16762	18751
472	16807	18726
473	16850	18699
474	16884	18661
475	16923	18630
476	16961	18597
477	16998	18563
478	17034	18527
479	17070	18493
480	17100	18451
481	17133	18412
482	17174	18383
483	17224	18363
484	17270	18338
485	17323	18321
486	17373	18301
487	17421	18278
488	17461	18247
489	17501	18215
490	17535	18177
491	17565	18136
492	17601	18101
493	17637	18066
494	17668	18025
495	17700	17986
496	17739	17953
497	17780	17923
498	17830	17901
499	17873	17873
500	17916	17845
501	17962	17819
502	18010	17795
503	18055	17768
504	18102	17744
505	18141	17711
506	18180	17678
507	18221	17647
508	18270	17623
509	18318	17599
510	18357	17567
511	18393	17531
512	18433	17498
513	18468	17462
514	18511	17433
515	18548	17398
516	18600	17377
517	18642	17346
518	18684	17316
519	18730	17289
520	18767	17254
521	18805	17220
522	18840	17183
523	18874	17145
524	18910	17109
525	18943	17070
526	18975	17030
527	19013	16997
528	19047	16958
529	19080	16920
530	19115	16883
531	19152	16848
532	19184	16808
533	19219	16772
534	19259	16739
535	19293	16701
536	19328	16665
537	19362	16627
538	19399	16592
539	19429	16551
540	19460	16511
541	19486	16466
542	19521	16429
543	19558	16394
544	19594	16359
545	19629	16322
546	19665	16286
547	19701	16250
548	19737	16214
549	19771	16176
550	19812	16144
551	19844	16105
552	19879	16068
553	19910	16029
554	19947	15994
555	19984	15958
556	20021	15924
557	20054	15885
558	20086	15846
559	20121	15809
560	20162	15778
561	20205	15747
562	20235	15706
563	20269	15669
564	20304	15632
565	20333	15591
566	20366	15553
567	20400	15515
568	20433	15477
569	20464	15437
570	20498	15400
571	20533	15364
572	20565	15325
573	20603	15290
574	20640	15255
575	20677	15220
576	20714	15185
577	20752	15151
578	20785	15113
579	20812	15071
580	20850	15036
581	20891	15004
582	20927	14968
583	20960	14930
584	21001	14898
585	21032	14858
586	21066	14821
587	21101	14785
588	21141	14752
589	21175	14715
590	21209	14678
591	21237	14636
592	21265	14595
593	21298	14557
594	21335	14522
595	21367	14483
596	21400	14445
597	21438	14411
598	21479	14379
599	21511	14341
600	21554	14309
601	21581	14268
602	21618	14232
603	21649	14193
604	21680	14155
605	21721	14122
606	21753	14084
607	21788	14047
608	21824	14012
609	21859	13975
610	21896	13940
611	21931	13904
612	21967	13868
613	22001	13831
614	22033	13793
615	22067	13756
616	22100	13718
617	22137	13683
618	22168	13644
619	22211	13613
620	22247	13577
621	22279	13539
622	22310	13500
623	22350	13467
624	22386	13432
625	22419	13394
626	22454	13357
627	22486	13319
628	22523	13285
629	22563	13251
630	22598	13215
631	22637	13181
632	22676	13147
633	22709	13110
634	22740	13071
635	22773	13033
636	22803	12994
637	22845	12962
638	22874	12922
639	22909	12886
640	22938	12847
641	22975	12811
642	23010	12775
643	23049	12741
644	23090	12708
645	23129	12674
646	23158	12635
647	23203	12604
648	23243	12570
649	23278	12534
650	23315	12499
651	23352	12464
652	23384	12426
653	23417	12389
654	23451	12352
655	23483	12314
656	23515	12276
657	23554	12242
658	23599	12211
659	23633	12174
660	23672	12140
661	23709	12105
662	23743	12068
663	23778	12032
664	23814	11996
665	23849	11960
666	23881	11922
667	23915	11886
668	23954	11851
669	23989	11815
670	24023	11778
671	24059	11743
672	24094	11707
673	24130	11671
674	24163	11634
675	24200	11598
676	24235	11562
677	24273	11528
678	24308	11491
679	24340	11454
680	24375	11418
681	24411	11382
682	24445	11345
683	24474	11306
684	24505	11269
685	24536	11231
686	24571	11194
687	24613	11161
688	24650	11126
689	24683	11089
690	24724	11056
691	24754	11017
692	24784	10979
693	24821	10944
694	24853	10906
695	24893	10872
696	24929	10837
697	24974	10805
698	25014	10771
699	25051	10736
700	25079	10697
701	25121	10663
702	25157	10628
703	25190	10591
704	25228	10556
705	25261	10519
706	25305	10487
707	25339	10450
708	25373	10414
709	25403	10376
710	25440	10340
711	25475	10304
712	25507	10267
713	25541	10230
714	25578	10195
715	25613	10159
716	25654	10125
717	25695	10092
718	25730	10056
719	25755	10016
720	25797	9982
721	25834	9947
722	25878	9914
723	25916	9879
724	25952	9843
725	25986	9807
726	26022	9771
727	26062	9737
728	26096	9701
729	26127	9663
730	26163	9627
731	26198	9591
732	26231	9555
733	26267	9519
734	26310	9486
735	26344	9449
736	26387	9416
737	26417	9378
738	26450	9341
739	26488	9306
740	26518	9268
741	26549	9231
742	26586	9196
743	26620	9159
744	26650	9122
745	26683	9085
746	26717	9048
747	26750	9012
748	26784	8975
749	26820	8940
750	26851	8902
751	26890	8868
752	26929	8833
753	26968	8798
754	27001	8762
755	27037	8726
756	27066	8688
757	27099	8651
758	27137	8616
759	27173	8581
760	27204	8543
761	27241	8508
762	27275	8472
763	27310	8436
764	27347	8400
765	27381	8364
766	27417	8328
767	27450	8292
768	27492	8258
769	27529	8223
770	27567	8187
771	27600	8151
772	27637	8115
773	27680	8082
774	27724	8049
775	27758	8012
776	27797	7978
777	27835	7942
778	27869	7906
779	27909	7871
780	27945	7836
781	27978	7799
782	28012	7763
783	28048	7727
784	28085	7692
785	28124	7657
786	28159	7621
787	28194	7585
788	28235	7551
789	28264	7513
790	28299	7477
791	28339	7442
792	28366	7404
793	28398	7367
794	28429	7330
795	28462	7294
796	28495	7257
797	28536	7223
798	28575	7188
799	28613	7153
800	28648	7117
801	28675	7079
802	28706	7042
803	28735	7005
804	28771	6969
805	28803	6932
806	28837	6896
807	28873	6861
808	28910	6825
809	28940	6788
810	28978	6753
811	29011	6716
812	29047	6681
813	29091	6647
814	29129	6612
815	29165	6576
816	29201	6540
817	29239	6505
818	29271	6469
819	29309	6433
820	29343	6397
821	29381	6362
822	29410	6325
823	29448	6289
824	29482	6253
825	29512	6216
826	29543	6180
827	29577	6144
828	29617	6109
829	29651	6073
830	29681	6036
831	29714	6000
832	29752	5964
833	29784	5928
834	29814	5891
835	29845	5854
836	29880	5819
837	29915	5783
838	29957	5748
839	29991	5712
840	30030	5677
841	30069	5642
842	30103	5606
843	30137	5570
844	30170	5534
845	30207	5498
846	30253	5464
847	30289	5429
848	30320	5392
849	30357	5357
850	30388	5320
851	30422	5284
852	30454	5248
853	30487	5212
854	30522	5176
855	30561	5141
856	30595	5105
857	30629	5069
858	30659	5032
859	30697	4997
860	30743	4963
861	30771	4926
862	30808	4890
863	30845	4855
864	30886	4820
865	30924	4785
866	30958	4749
867	30990	4712
868	31026	4677
869	31060	4641
870	31099	4606
871	31133	4570
872	31171	4534
873	31199	4497
874	31232	4461
875	31266	4425
876	31301	4390
877	31341	4354
878	31370	4318
879	31407	4282
880	31437	4246
881	31475	4210
882	31511	4175
883	31547	4139
884	31591	4105
885	31621	4068
886	31655	4032
887	31694	3997
888	31733	3962
889	31766	3926
890	31800	3890
891	31836	3854
892	31873	3819
893	31912	3783
894	31954	3748
895	31988	3712
896	32024	3677
897	32054	3640
898	32089	3605
899	32123	3569
900	32160	3533
901	32191	3497
902	32233	3462
903	32272	3427
904	32303	3390
905	32343	3355
906	32379	3320
907	32415	3284
908	32450	3248
909	32487	3213
910	32529	3177
911	32567	3142
912	32604	3106
913	32640	3071
914	32673	3035
915	32714	2999
916	32752	2964
917	32785	2928
918	32823	2893
919	32856	2857
920	32891	2821
921	32930	2785
922	32967	2750
923	32999	2714
924	33037	2678
925	33070	2642
926	33103	2606
927	33138	2571
928	33186	2536
929	33218	2500
930	33257	2464
931	33292	2429
932	33325	2393
933	33360	2357
934	33395	2321
935	33431	2285
936	33471	2250
937	33504	2214
938	33535	2178
939	33575	2143
940	33620	2107
941	33652	2072
942	33685	2036
943	33722	2000
944	33761	1964
945	33797	1929
946	33835	1893
947	33866	1857
948	33900	1821
949	33934	1786
950	33964	1750
951	34004	1714
952	34040	1678
953	34080	1643
954	34117	1607
955	34154	1571
956	34185	1536
957	34221	1500
958	34260	1464
959	34297	1429
960	34331	1393
961	34372	1357
962	34407	1321
963	34448	1286
964	34482	1250
965	34517	1214
966	34552	1179
967	34587	1143
968	34620	1107
969	34659	1071
970	34699	1036
971	34739	1000
972	34785	965
973	34827	929
974	34865	893
975	34900	858
976	34933	822
977	34975	786
978	35010	750
979	35053	715
980	35099	679
981	35157	644
982	35235	609
983	35292	573
984	35329	538
985	35365	502
986	35403	466
987	35444	430
988	35484	394
989	35522	358
990	35557	322
991	35595	287
992	35628	251
993	35664	215
994	35701	179
995	35746	143
996	35779	107
997	35814	71
998	35849	35
999	35884	0
