iter	MultiClass
123	0.4359575465
124	0.4357715258
125	0.4355889712
126	0.4353299085
127	0.4351722857
128	0.4349080022
129	0.4346864685
130	0.4345113616
131	0.4342417163
132	0.4341404527
133	0.4339638755
134	0.4338970814
135	0.4336698639
136	0.4335266939
137	0.4333750705
138	0.4331683457
139	0.4329673605
140	0.4328001904
141	0.4326193578
142	0.4325594113
143	0.4324090828
144	0.4323033339
145	0.4319176654
146	0.4317151405
147	0.4315680018
148	0.4313293994
149	0.4310807077
150	0.4308980014
151	0.4305691421
152	0.4304122065
153	0.4302891805
154	0.4301783217
155	0.4300679937
156	0.4299301642
157	0.4298695105
158	0.4297945602
159	0.4296271204
160	0.4294481163
161	0.4292444246
162	0.4291498784
163	0.4290822767
164	0.4288522129
165	0.4286270093
166	0.4284996675
167	0.4282171628
168	0.4280495593
169	0.4278947374
170	0.4277476625
171	0.427681861
172	0.4274703902
173	0.4273584574
174	0.4271821881
175	0.4270342299
176	0.4268282738
177	0.4266032906
178	0.4265272842
179	0.4263614099
180	0.4262165744
181	0.4260996105
182	0.4259699061
183	0.4258110078
184	0.4257224866
185	0.4255680854
186	0.4254252875
187	0.4252622233
188	0.4250497747
189	0.4249456295
190	0.4249002032
191	0.4247841818
192	0.4246665469
193	0.424501492
194	0.4244426788
195	0.4243305083
196	0.4240511772
197	0.4239691408
198	0.4237654315
199	0.4235852856
200	0.4234109155
201	0.4232298871
202	0.4229734282
203	0.4228513524
204	0.4227826274
205	0.4227110629
206	0.4226396795
207	0.4225008323
208	0.4223922401
209	0.4222941961
210	0.4221416403
211	0.422049309
212	0.4219808485
213	0.4218440132
214	0.4218060238
215	0.4216285008
216	0.4215564657
217	0.4214433637
218	0.4212794537
219	0.4211543477
220	0.4210009376
221	0.4209308313
222	0.4208635652
223	0.4207024989
224	0.4206737203
225	0.4205543302
226	0.4204845656
227	0.4203908376
228	0.4202490588
229	0.4201301857
230	0.4199644283
231	0.4198453199
232	0.4197596061
233	0.4196135279
234	0.4194869755
235	0.4193858733
236	0.4193358935
237	0.4192530459
238	0.4190662424
239	0.4189221442
240	0.4188714396
241	0.4187515012
242	0.4186681715
243	0.4185355382
244	0.4184237039
245	0.4182571145
246	0.4181790568
247	0.4180280004
248	0.417889888
249	0.4178204653
250	0.4176937268
251	0.4175623101
252	0.4175221494
253	0.4174665136
254	0.4173862188
255	0.4172892343
256	0.4172199034
257	0.4171590264
258	0.4170883873
259	0.4169916862
260	0.4169126133
261	0.4167443599
262	0.4166173879
263	0.4165316312
264	0.4164247744
265	0.4163260364
266	0.4162184159
267	0.4161327715
268	0.416044104
269	0.4159613286
270	0.4158580282
271	0.4157628927
272	0.415688714
273	0.4156090976
274	0.4154864043
275	0.4153955497
276	0.4152827323
277	0.4151622457
278	0.4150505436
279	0.4148257914
280	0.4146791194
281	0.4146058511
282	0.4144975342
283	0.4144606762
284	0.414331189
285	0.4142591656
286	0.4141458411
287	0.4140387715
288	0.4139829473
289	0.4138768769
290	0.4137414269
291	0.4136682078
292	0.413491921
293	0.4133405079
294	0.4132884596
295	0.413163087
296	0.4129782841
297	0.4128259757
298	0.4127225915
299	0.4126361727
300	0.4125933574
301	0.4125234837
302	0.4124213168
303	0.4123509913
304	0.4123229346
305	0.4122240331
306	0.4121503579
307	0.4120337073
308	0.4119975635
309	0.4119166603
310	0.4118888061
311	0.4118056741
312	0.4117183218
313	0.4116015629
314	0.4115107642
315	0.4113989504
316	0.4112742395
317	0.4111696201
318	0.4110819253
319	0.4109932997
320	0.4108539581
321	0.4107085393
322	0.4106372343
323	0.4106017034
324	0.4105282539
325	0.4104685512
326	0.4104076993
327	0.410267961
328	0.4101802299
329	0.410060851
330	0.4098975542
331	0.4097521849
332	0.4097075507
333	0.4095183974
334	0.4093800492
335	0.409282912
336	0.4091729623
337	0.4090981038
338	0.4089427058
339	0.4088569462
340	0.4086911281
341	0.4085260383
342	0.4084637717
343	0.4084234416
344	0.4083308808
345	0.4082430212
346	0.4082042653
347	0.4081051425
348	0.4080454012
349	0.407960095
350	0.407858176
351	0.4077527204
352	0.4076958611
353	0.4075642259
354	0.4075332982
355	0.4074470489
356	0.4073713683
357	0.4072529064
358	0.4071322266
359	0.4070569508
360	0.4069818299
361	0.4069321048
362	0.4068147752
363	0.4067149509
364	0.4066142229
365	0.4065523114
366	0.4065080674
367	0.4064539657
368	0.4063821178
369	0.4062638799
370	0.4062176007
371	0.406076948
372	0.4059508302
373	0.4059027031
374	0.4057853668
375	0.4057145151
376	0.4055923166
377	0.4055258787
378	0.4054517158
379	0.4053342911
380	0.405255547
381	0.4052096769
382	0.4051637465
383	0.4050395998
384	0.4049462897
385	0.4048889831
386	0.4047987007
387	0.4047379302
388	0.4046596661
389	0.4045679551
390	0.4044947125
391	0.4044036411
392	0.4043322228
393	0.4042708104
394	0.4042359261
395	0.4040905098
396	0.4040507468
397	0.4039660181
398	0.4039416288
399	0.4038075299
400	0.4037285514
401	0.4036565739
402	0.4035777581
403	0.4034375564
404	0.4032606984
405	0.4032107442
406	0.4030805
407	0.4030026382
408	0.4029412607
409	0.4028873625
410	0.4028019284
411	0.4027407181
412	0.4026702828
413	0.4026018609
414	0.4025515234
415	0.4025054976
416	0.4024649258
417	0.4024169689
418	0.4023757927
419	0.4021867949
420	0.4021085297
421	0.4020138375
422	0.4018766662
423	0.4017523654
424	0.4016471824
425	0.4015330155
426	0.4014677394
427	0.4014126921
428	0.4013663813
429	0.4013089956
430	0.4011954972
431	0.4011123514
432	0.4010524217
433	0.4009382334
434	0.4008492681
435	0.4007543348
436	0.400698372
437	0.4006442357
438	0.4006085276
439	0.4005183787
440	0.4004777656
441	0.400354529
442	0.4002423931
443	0.4001280452
444	0.3999977094
445	0.3998468888
446	0.3997903227
447	0.3997240659
448	0.3996460212
449	0.3995863967
450	0.3995490493
451	0.3995149074
452	0.3994494094
453	0.3993919505
454	0.3993192641
455	0.3992618129
456	0.3991993177
457	0.3991420349
458	0.3990592799
459	0.3990178623
460	0.3989034177
461	0.39884209
462	0.3987467878
463	0.3987345289
464	0.3986361775
465	0.3984959138
466	0.3984126766
467	0.3982636611
468	0.3981442228
469	0.3980802863
470	0.3980275262
471	0.3979017962
472	0.3978599642
473	0.397790189
474	0.3977350865
475	0.3976293436
476	0.3975783076
477	0.39746398
478	0.3974160944
479	0.3972834113
480	0.3972509381
481	0.3971581597
482	0.3970875206
483	0.3970325688
484	0.3969804289
485	0.3968699035
486	0.3967459314
487	0.3966420753
488	0.3965836681
489	0.3964202066
490	0.39634601
491	0.3963091316
492	0.3962585124
493	0.3962032937
494	0.3961432858
495	0.3961033289
496	0.3960502849
497	0.3959784631
498	0.3959061596
499	0.3958553281
500	0.3957737638
501	0.3956334189
502	0.3955088766
503	0.3954538297
504	0.3953538393
505	0.3953347228
506	0.395294092
507	0.3952382468
508	0.3950726779
509	0.3949642933
510	0.394935495
511	0.3948918542
512	0.3948496981
513	0.394815794
514	0.3947382355
515	0.3947109507
516	0.3945995376
517	0.3945268938
518	0.3944424907
519	0.394365194
520	0.394305802
521	0.39418807
522	0.3941156598
523	0.3940697077
524	0.3939471041
525	0.3939014987
526	0.3938593865
527	0.3937307626
528	0.3936635567
529	0.3936015839
530	0.3935380208
531	0.3934711295
532	0.3933790478
533	0.3932912475
534	0.3932050289
535	0.3931455901
536	0.3930963558
537	0.3930389054
538	0.3929890153
539	0.3929679493
540	0.3929400921
541	0.3929297504
542	0.3928150209
543	0.3927334145
544	0.3926710456
545	0.392620433
546	0.3924956336
547	0.3924118162
548	0.3923594639
549	0.392297761
550	0.3921929398
551	0.3921532674
552	0.3920663524
553	0.3920068036
554	0.3918809249
555	0.3918156304
556	0.3917743537
557	0.3917103054
558	0.3916192918
559	0.3915575813
560	0.3914527929
561	0.3913521674
562	0.3913028361
563	0.3911943347
564	0.3911441877
565	0.3911226325
566	0.3910887758
567	0.3910177866
568	0.3909358609
569	0.3908713374
570	0.390789364
571	0.3907196136
572	0.3906468725
573	0.3906024191
574	0.3905267167
575	0.3904772987
576	0.3903794208
577	0.390302242
578	0.3901981191
579	0.3901636071
580	0.3900930664
581	0.3899526934
582	0.3898639566
583	0.3898087612
584	0.3896580529
585	0.3896096252
586	0.3895424381
587	0.3895117219
588	0.3894134134
589	0.3893498083
590	0.3892629334
591	0.389217605
592	0.3891904698
593	0.3891277718
594	0.3890428131
595	0.3889879462
596	0.388955176
597	0.3888645743
598	0.3888124425
599	0.3887630728
600	0.3885989043
601	0.388552483
602	0.3884996498
603	0.3884476731
604	0.3883622044
605	0.3883106679
606	0.3882399101
607	0.3881933657
608	0.3881310211
609	0.3880760391
610	0.3879814907
611	0.3879340775
612	0.387872294
613	0.387796712
614	0.3877597913
615	0.3877010079
616	0.3876476813
617	0.3875654483
618	0.3875063377
619	0.3873747975
620	0.3873258196
621	0.3872972989
622	0.38724988
623	0.3871290124
624	0.3870576055
625	0.3870120201
626	0.3869657032
627	0.3869306919
628	0.3868553206
629	0.3867352386
630	0.3866795108
631	0.386553186
632	0.3864534199
633	0.3863699808
634	0.3863463713
635	0.3862949155
636	0.3862578695
637	0.3861431925
638	0.3860954686
639	0.386012041
640	0.385975216
641	0.3858990677
642	0.3858258705
643	0.3857375671
644	0.3856692287
645	0.3855498034
646	0.3855307937
647	0.3854118925
648	0.3853137217
649	0.3852226463
650	0.3850956684
651	0.3850238821
652	0.3849606442
653	0.3849082435
654	0.3848599063
655	0.38481391
656	0.3847030563
657	0.3846374763
658	0.3845185298
659	0.3844467293
660	0.384387468
661	0.3842393846
662	0.3841869171
663	0.384098263
664	0.3840401111
665	0.3839777951
666	0.3839141318
667	0.3838810864
668	0.3837958465
669	0.3837101806
670	0.383650798
671	0.3835885502
672	0.383498208
673	0.3833855923
674	0.3833324403
675	0.3832567404
676	0.3831904618
677	0.3830796527
678	0.3830293902
679	0.382980566
680	0.3828974344
681	0.3828463021
682	0.3827933091
683	0.3827480485
684	0.3826964345
685	0.3826548416
686	0.3825478949
687	0.3824363645
688	0.382368735
689	0.3822798845
690	0.3822053455
691	0.3821631718
692	0.3821369715
693	0.38207599
694	0.3820255531
695	0.3818973672
696	0.3818343691
697	0.3817250972
698	0.3816711558
699	0.3815695008
700	0.3815349341
701	0.3813824265
702	0.3813632298
703	0.3813190435
704	0.3812403372
705	0.3811902753
706	0.3810507866
707	0.3809876418
708	0.3809207247
709	0.3808791509
710	0.3807995367
711	0.380755228
712	0.3807258373
713	0.3806881604
714	0.3806458847
715	0.3805730099
716	0.3804992279
717	0.3803770122
718	0.3802764791
719	0.3802642763
720	0.380113792
721	0.380042964
722	0.3799283762
723	0.3798848579
724	0.3797925438
725	0.379740873
726	0.3796791019
727	0.3796228346
728	0.3795461762
729	0.379515417
730	0.3794551517
731	0.3793883399
732	0.3793330034
733	0.3792399342
734	0.3791375903
735	0.3790810323
736	0.3789783681
737	0.3789290857
738	0.3788800801
739	0.3787228821
740	0.3786687285
741	0.3786402113
742	0.3785395769
743	0.3785113732
744	0.3784591542
745	0.3784189985
746	0.3783515577
747	0.3783269177
748	0.3782608078
749	0.3781413114
750	0.378093275
751	0.3779848805
752	0.3779095301
753	0.3778034823
754	0.3777727339
755	0.377735093
756	0.3776906221
757	0.3776623168
758	0.3775412605
759	0.3775022093
760	0.3774532348
761	0.3773656579
762	0.377295284
763	0.377195207
764	0.3771371381
765	0.3770552626
766	0.376977136
767	0.3769349554
768	0.3768459827
769	0.3767695294
770	0.3766954412
771	0.3766403452
772	0.3765166819
773	0.3764325401
774	0.37634682
775	0.3763071284
776	0.3762230473
777	0.3761406445
778	0.3760382028
779	0.3759881442
780	0.3759086234
781	0.3758829391
782	0.3757599493
783	0.3756836202
784	0.3756437107
785	0.3754633042
786	0.375414328
787	0.3753492134
788	0.3752265743
789	0.3752021317
790	0.3751284491
791	0.3750894702
792	0.3750635312
793	0.3750105432
794	0.374958509
795	0.3748387839
796	0.3748094622
797	0.3747263174
798	0.3746011487
799	0.3745222876
800	0.3744636897
801	0.3744383889
802	0.3744160843
803	0.3743811797
804	0.3743305482
805	0.3742702638
806	0.3742459505
807	0.3741436309
808	0.3740539381
809	0.3740082519
810	0.3739713603
811	0.373898307
812	0.3738088973
813	0.3737205596
814	0.3735681172
815	0.3735072898
816	0.3734359404
817	0.3733988769
818	0.373339133
819	0.3732714705
820	0.3731743165
821	0.3730375283
822	0.3729998122
823	0.3729342107
824	0.3728529798
825	0.372821136
826	0.3728037801
827	0.3727348058
828	0.3726694659
829	0.3726292009
830	0.372580438
831	0.3725532548
832	0.3724540396
833	0.3724098059
834	0.37235876
835	0.3723039532
836	0.3722586307
837	0.372183449
838	0.3720638952
839	0.3720025121
840	0.3718563906
841	0.3717782232
842	0.3717410452
843	0.3716523986
844	0.3716084195
845	0.3715195649
846	0.3714419231
847	0.3713133812
848	0.3712675101
849	0.3712183168
850	0.3711999589
851	0.3711509745
852	0.3710999086
853	0.3710353016
854	0.3709705777
855	0.3708963698
856	0.3708231883
857	0.3707645267
858	0.3707369516
859	0.3706660613
860	0.3705447693
861	0.3705229376
862	0.3704187352
863	0.3703452581
864	0.3702257416
865	0.3701427678
866	0.3700985097
867	0.3700527884
868	0.3699943388
869	0.3699366911
870	0.3698413924
871	0.3698121269
872	0.3697732055
873	0.3697608349
874	0.369707063
875	0.3696615007
876	0.3696110601
877	0.3694940824
878	0.369469703
879	0.369356654
880	0.3693217647
881	0.3692062603
882	0.3691537771
883	0.3690622415
884	0.3689596851
885	0.3689292531
886	0.36888724
887	0.3687487355
888	0.3686575585
889	0.3686178205
890	0.368556431
891	0.3684601776
892	0.3683749798
893	0.3682334095
894	0.3681664941
895	0.3681540196
896	0.368106035
897	0.3680782963
898	0.3680223919
899	0.367985491
900	0.3678445649
901	0.3678017001
902	0.367737666
903	0.3676883438
904	0.3676502954
905	0.3675695828
906	0.3675191328
907	0.3674365514
908	0.3673583613
909	0.3672717406
910	0.3671346994
911	0.3670208783
912	0.366931635
913	0.366870722
914	0.3668068541
915	0.3667458736
916	0.3666837942
917	0.3666454899
918	0.3665696936
919	0.3664972812
920	0.366468235
921	0.3663711205
922	0.3662917207
923	0.366250082
924	0.3661506513
925	0.3660603317
926	0.3659951905
927	0.3659147545
928	0.3658421305
929	0.3658062294
930	0.365742131
931	0.3656808432
932	0.3656412507
933	0.365588982
934	0.3655256828
935	0.3654647456
936	0.3653781816
937	0.365324294
938	0.3653014883
939	0.3652081662
940	0.3651517093
941	0.3651096967
942	0.3650526579
943	0.3649845668
944	0.3648423847
945	0.3647701324
946	0.3647111432
947	0.3646720635
948	0.3645690606
949	0.3645180773
950	0.3644958934
951	0.3643646602
952	0.3642698393
953	0.3642164816
954	0.3641427324
955	0.3641018263
956	0.3640402782
957	0.3639625789
958	0.3638937597
959	0.3638043935
960	0.363759858
961	0.3636397458
962	0.3636064236
963	0.3635449007
964	0.3634938887
965	0.3634577513
966	0.3634273373
967	0.3633673945
968	0.3633426099
969	0.3632791893
970	0.3632317907
971	0.3631495498
972	0.3630215924
973	0.3629347055
974	0.362869842
975	0.3628150942
976	0.3627565837
977	0.3626784421
978	0.3626298178
979	0.3625584438
980	0.3624360237
981	0.3623591499
982	0.3622689033
983	0.3621988324
984	0.3621567931
985	0.362123689
986	0.3619984968
987	0.3619153311
988	0.3618352278
989	0.3617710975
990	0.3616926998
991	0.3616232193
992	0.3615642455
993	0.36150533
994	0.3614396498
995	0.3613551061
996	0.3612935504
997	0.361232626
998	0.3611756548
999	0.3611055454
